,1,1,3,3,5,5,7,7,9,9,11,11,11,13,13,13,15,15,15,17,17,17,17,19,19,19,19,19,19,19,21,21,21,21,21,21,23,23,23,23
0,'kernels.0.raw_outputscale','raw_outputscale','base_kernel.kernels.0.raw_lengthscale','kernels.0.base_kernel.kernels.0.raw_lengthscale','base_kernel.kernels.0.raw_period','kernels.0.base_kernel.kernels.0.raw_period','base_kernel.kernels.1.raw_lengthscale','kernels.0.base_kernel.kernels.1.raw_lengthscale',nan,'kernels.1.raw_outputscale',nan,'kernels.1.base_kernel.kernels.0.raw_lengthscale','kernels.1.base_kernel.raw_lengthscale',nan,'kernels.1.base_kernel.kernels.0.raw_alpha','kernels.1.base_kernel.raw_alpha',nan,'kernels.1.base_kernel.kernels.1.raw_lengthscale','kernels.2.raw_outputscale',nan,'kernels.1.base_kernel.kernels.1.raw_alpha','kernels.2.base_kernel.raw_lengthscale','kernels.2.base_kernel.raw_offset',nan,'kernels.1.base_kernel.kernels.2.raw_lengthscale','kernels.1.base_kernel.kernels.2.raw_offset','kernels.2.base_kernel.raw_alpha','kernels.2.base_kernel.raw_period','kernels.2.base_kernel.raw_period_length','kernels.2.raw_outputscale',nan,'kernels.1.base_kernel.kernels.2.raw_alpha','kernels.1.base_kernel.kernels.2.raw_period','kernels.1.base_kernel.kernels.2.raw_period_length','kernels.2.base_kernel.raw_lengthscale','kernels.2.base_kernel.raw_offset',nan,'kernels.2.base_kernel.raw_alpha','kernels.2.base_kernel.raw_period','kernels.2.base_kernel.raw_period_length'
16,0.06809957325458527,,,0.00040474964771419764,,0.0011993346270173788,,1.877486228942871,,0.0005162601009942591,,,3.214101552963257,,,0.014428737573325634,,,0.009739888831973076,,,0.011150144040584564,,,,,,,0.6720419526100159,,,,,,,,,,,
17,0.04602055251598358,,,0.0005093459039926529,,0.0008423683466389775,,1.883473515510559,,6.360426902770996,,0.012603105045855045,,,0.001006796956062317,,,3.1350150108337402,,,,,,,,,,,,,,,,,,,,,,
18,0.03814170882105827,,,0.0006056430283933878,,0.0007939055794849992,,1.8618988990783691,,6.151421546936035,,0.008344542235136032,,,0.0006276681087911129,,,0.008344542235136032,,,0.0006276681087911129,,,,,,,,,,,,,,,,,,,
19,0.046747006475925446,,,0.0005693381535820663,,0.0008281858754344285,,1.8744796514511108,,6.575741291046143,,0.01926334761083126,,,0.0005386865814216435,,,0.01926334761083126,,,0.0005386865814216435,,,,,,,,,,,,,,,,,,,
20,0.029311781749129295,,,0.0010367156937718391,,0.0007097917259670794,,1.869847059249878,,7.4861297607421875,,0.0078493133187294,,,0.0007948827114887536,,,0.0078493133187294,,,0.0007948827114887536,,,,,,,,,0.05837365239858627,,,,,2.12398624420166,,,1.0689283609390259,,
21,0.04384005814790726,,,0.0005336591275408864,,0.0008185665355995297,,1.8722078800201416,,6.625856399536133,,0.015529979020357132,,,0.0005134390667080879,,,0.015529979020357132,,,0.0005134390667080879,,,,,,,,,0.046396322548389435,,,,,2.4488799571990967,,,,,
22,nan,,,nan,,nan,,nan,,nan,,nan,,,nan,,,nan,,,nan,,,,,,,,,nan,,,,,nan,,,,,
23,nan,,,nan,,nan,,nan,,nan,,nan,,,nan,,,nan,,,nan,,,,,,,,,nan,,,,,nan,,,,,
24,0.04006665572524071,,,2.152090072631836,,0.0020747638773173094,,2.6462481021881104,,0.03814878314733505,,1.4957247972488403,,,1.0833439826965332,,,1.4957247972488403,,,1.0833439826965332,,,,,,,,,1.9133169651031494,,,,,0.027546655386686325,,,,,
25,0.008157038129866123,,,0.003825192339718342,,0.001102112466469407,,1.8450443744659424,,5.957207202911377,,0.01108893845230341,,,0.0009853645460680127,,,0.01108893845230341,,,0.0009853645460680127,,,,,,,,,0.02545006014406681,,,,,0.0006521219620481133,,,,0.000631796196103096,
26,0.05778898298740387,,,0.0004696007235907018,,0.000993519090116024,,1.9380173683166504,,0.011078530922532082,,1.2879371643066406,,,1.1068623065948486,,,1.2879371643066406,,,1.1068623065948486,,,,,,,,,6.0009541511535645,,,,,,0.0003489145892672241,,,,
27,0.11010880023241043,,,0.09321583807468414,,0.0016761416336521506,,1.911340594291687,,3.774624824523926,,0.007755582220852375,,,0.0018801615806296468,,,0.007755582220852375,,,0.0018801615806296468,,,,,,,,,0.010205020196735859,,,,,0.3122134804725647,,,,,0.48582515120506287
28,0.0381343774497509,,,0.006962091661989689,,0.0008247608202509582,,1.885439157485962,,5.971355438232422,,0.006256140302866697,,,0.0012894115643575788,,,0.006256140302866697,,,0.0012894115643575788,,,,,,,,,0.02138122357428074,,,,,2.0228872299194336,,,,,0.09642533957958221
29,0.04712683707475662,,,0.0005800569197162986,,0.0008312546415254474,,1.8870786428451538,,5.729903221130371,,0.01732344552874565,,,0.0005496807862073183,,,0.01732344552874565,,,0.0005496807862073183,,,,,,,,,0.0060941847041249275,,,,,0.40047016739845276,,,,,0.031883612275123596
30,0.025073664262890816,,,0.001268725492991507,,0.0007394980639219284,,1.8798474073410034,,6.5246806144714355,,0.005822883453220129,,,0.0010291831567883492,,,0.005822883453220129,,,0.0010291831567883492,,,,,,,,,0.007886133156716824,,,,,2.450045585632324,,,,,0.012869282625615597
31,nan,,,nan,,nan,,nan,,nan,,nan,,,nan,,,nan,,,nan,,,,,,,,,nan,,,,,nan,,,,,nan
32,0.05219881236553192,,,0.00048657302977517247,,0.0009100532624870539,,1.8659683465957642,,4.562139511108398,,0.024189110845327377,,,0.0005451563047245145,,,0.024189110845327377,,,0.0005451563047245145,,,,,,,,,0.004121988080441952,,,,,0.07572600245475769,,,,,0.6749536991119385
33,0.03411095589399338,,,0.0006764800054952502,,0.00077441381290555,,1.8750519752502441,,6.110114574432373,,0.007069601211696863,,,0.0007285061874426901,,,0.007069601211696863,,,0.0007285061874426901,,,,3.4985783100128174,,,,,,,,,,,,,,,
34,0.026191478595137596,,,0.0085298428311944,,0.0008243073243647814,,1.8778902292251587,,6.464900016784668,,0.006287773139774799,,,0.0012170164845883846,,,0.006287773139774799,,,0.0012170164845883846,,,,0.014081732369959354,,,,,,,0.00032762892078608274,,,,,,,,
35,0.04040512442588806,,,0.0005784871755167842,,0.0007879331242293119,,1.8758413791656494,,6.716725826263428,,0.01216301042586565,,,0.0005674842395819724,,,0.01216301042586565,,,0.0005674842395819724,,,,4.933958053588867,,,,,,,,,,,,,,,
36,nan,,,nan,,nan,,nan,,nan,,nan,,,nan,,,nan,,,nan,,,,nan,,,,,,,,,,,,,,,
37,nan,,,nan,,nan,,nan,,nan,,nan,,,nan,,,nan,,,nan,,,,nan,,,,,,,,,,,,,,,
38,nan,,,nan,,nan,,nan,,nan,,nan,,,nan,,,nan,,,nan,,,,nan,,,,,,,,,,,,,,,
39,0.03620715066790581,,,0.0004251250938978046,,0.0007789275841787457,,1.8562183380126953,,0.04154816269874573,,1.8275065422058105,,,1.0549616813659668,,,1.8275065422058105,,,1.0549616813659668,,,,0.0009820428676903248,,,,,,,,0.0037260521203279495,,,,,,,
40,0.05795986205339432,,,0.0004632319032680243,,0.0009996884036809206,,1.9294933080673218,,5.777454376220703,,2.8897995948791504,,,0.4290362298488617,,,2.8897995948791504,,,0.4290362298488617,,,,,0.0010825555073097348,,,,,,,,,,,,,,
41,0.0494794137775898,,,0.0005096709355711937,,0.0008700555190443993,,1.8793374300003052,,0.03370475023984909,,0.1004921942949295,,,1.3293497562408447,,,0.1004921942949295,,,1.3293497562408447,,,,0.0005125558818690479,,,,,,,,,0.4379047155380249,,,,,,
42,0.019602619111537933,,,0.0034990247804671526,,0.0005248759989626706,,1.8797473907470703,,0.0846654549241066,,0.016684040427207947,,,0.4995042085647583,,,0.016684040427207947,,,0.4995042085647583,,,,0.001469738082960248,,,,,,,,,0.0924551859498024,,,,,,
43,0.07795023918151855,,,0.007878934033215046,,0.000904248037841171,,1.87689208984375,,0.29442280530929565,,0.029033271595835686,,,0.021779071539640427,,,0.029033271595835686,,,0.021779071539640427,,,,0.02783333696424961,,,,,,,,,0.042965445667505264,,,,,,
44,nan,,,nan,,nan,,nan,,nan,,nan,,,nan,,,nan,,,nan,,,,nan,,,,,,,,,nan,,,,,,
45,0.39172592759132385,,,1.0161995887756348,,0.00243246927857399,,1.0518349409103394,,0.7801607847213745,,1.0414798259735107,,,0.991615355014801,,,1.0414798259735107,,,0.991615355014801,,,,0.8062255382537842,,,,,,,,,0.0019236535299569368,,,,,,
46,0.05246676504611969,,,0.0005171000375412405,,0.0008935352670960128,,1.8749550580978394,,0.030569233000278473,,0.18043185770511627,,,1.856850504875183,,,0.18043185770511627,,,1.856850504875183,,,,0.00039877649396657944,,,,,,,,,0.5275734663009644,,,,,,
47,0.03325054794549942,,,0.0007075193570926785,,0.000747543468605727,,1.867969036102295,,6.544370651245117,,0.00792016088962555,,,0.0007335147238336504,,,0.00792016088962555,,,0.0007335147238336504,,,,,,,,,,,,,,,,,,,
48,0.03446660935878754,,,0.0006035978440195322,,0.0007712249062024057,,1.8798551559448242,,6.922329425811768,,0.007920144125819206,,,0.0006305178976617754,,,0.007920144125819206,,,0.0006305178976617754,,,,,,,,,0.05019669234752655,,,,,2.2180819511413574,,,1.0450512170791626,,
